date,store_name,rating,text,sentiment,sentiment_score,topic,topic_score
2026-04-27,Lululemon Kitsilano Vancouver,2,"They claim this is the first Lululemon store opened by Chip Wilson, but honestly, it doesn’t feel like it. If it’s truly such an important and historic location for the brand, you would expect it to be designed and presented in a way that reflects that significance — something unique or memorable.

The store layout is also a bit strange. There are two completely separate sections for men and women, connected only by a narrow corridor. The men’s section is noticeably smaller and feels like an afterthought, with very limited product selection and almost no variety.

Overall, I didn’t enjoy visiting this branch. If you’re looking for a wide range of items or a more special experience, this location might not be worth the trip.",NEGATIVE,0.4537513852119446,Store experience,0.48954784870147705
2026-04-27,Lululemon Kitsilano Vancouver,5,"I love this store and the incredible quality of the stuff being sold. I am a super fan of the bags (I really love their fancy ones), but I also live in their clothing—it’s durable and fashionable. I don’t buy a lot, but what I do buy, I wear forever. I have a pair of their runners that I use to work out because they are so cushy.

I ultimately love the staff in this store. They are so nice to me. It is such a shift from the old days - were they  pretending to be exclusive back then? They made me feel like crap when I went into the shop back then.

Something significant changed and it has changed how I feel when shopping there.",POSITIVE,0.8660343885421753,Store experience,0.3621259331703186
2026-04-27,Lululemon Kitsilano Vancouver,1,"My experience at this store hasn’t been great. The staff used to be much nicer and more helpful. Even though it’s close to my place, I now prefer ordering online and only use the store for returns.",NEUTRAL,0.4692902266979217,Store experience,0.6629970669746399
2026-04-27,Lululemon Kitsilano Vancouver,1,Just don't buy items. They do not guarantee to look into the quality after 1 year of purchasing the product. This purse was mainly in my closet and started pealing off. Came to the store for them to bring to quality control and was told that they do not do that if item pass the one year mark - New policy. BUYER BEWARE!,NEGATIVE,0.8843678832054138,Store experience,0.4439648389816284
2026-04-27,Lululemon Kitsilano Vancouver,5,"I had an incredible experience at the Lululemon store out at west 4th , and it was largely thanks to one of the educators who helped me; couldn’t get his name but he was wearing a nice turban. From the moment he approached me, he was warm, confident, and genuinely attentive.

Shopping in always overwhelming but the staff really made the difference!

The rest of team were looking very keen with the customers they were helping.

Thank you!",POSITIVE,0.6995593905448914,Store experience,0.4697914123535156
2026-04-27,Lululemon Metropolis at Metrotown,5,"I visited this branch for both shopping and an exchange, and I received assistance from Amina (I hope I’m spelling her name correctly! 😅).

She was incredibly patient, kind, and professional. She stayed with me the entire time and guided me through everything with so much care. Even when I went to the fitting room, she checked on me three times to make sure everything was okay and asked if I needed a different size.

I’ve visited this location before, but this level of friendliness and patience truly deserves recognition. Management should absolutely not lose such a valuable, professional, and wonderful employee.

Thank you, Amina 😍✨",POSITIVE,0.8404884934425354,Customer service,0.3983612060546875
2026-04-27,Lululemon Metropolis at Metrotown,5,"I stopped by Lululemon to pick out gifts for my bridesmaids, and this lovely sales associate (Jenny 💕) asked if I needed any help. I told her I was having trouble deciding what to give my bridesmaids for my proposal day and mentioned that I’m getting married soon. She was so kind and genuinely excited for me!
Jenny truly went above and beyond , she even shared my story with her manager, and they surprised me with a tumbler as a gift!😍 I was honestly blown away by their thoughtfulness. Such a special and generous gesture!
Thank you so much, Jenny, for making this experience even more memorable. I truly appreciate you! 💖

Im excited to give this proposal box to my bridesmaids!",POSITIVE,0.8042067289352417,Store experience,0.5072619318962097
2026-04-27,Lululemon Metropolis at Metrotown,1,"I visited Lululemon at Metropolis at Metrotown today around 3:30 PM on Feb 28th to get a pair of pants hemmed. I went to the back of the fitting area and informed one of the employees (wearing a pink top long blonde hair) that I was there for hemming. She told me I needed to line up like everyone else.

This wasn’t my first hemming experience, so I know that if you don’t need to try the item on, there’s no need to line up for a fitting room. When it was finally my turn, another staff member confirmed that I actually did not need to line up.

What made it more disappointing was that she wasn’t busy helping customers — she was folding pants at the time and could have taken a moment to assist or clarify properly, but she didn’t. The misinformation and the unfriendly attitude were frustrating. I understand policies need to be followed, but staff should be properly trained before correcting customers. A more professional and courteous approach would have made a big difference.

I hope management can provide clearer training to ensure a smoother and more welcoming experience in the future.",POSITIVE,0.2476980686187744,Store experience,0.40523573756217957
2026-04-27,Lululemon Metropolis at Metrotown,5,"Very helpful staff lots of inventory and sizes available. Clean and organized change rooms, good clearance sale rack always at  the back, line up moved quickly and counter staff were very kind",POSITIVE,0.6353328824043274,Store experience,0.34256723523139954
2026-04-27,Lululemon Metropolis at Metrotown,5,"I had a wonderful experience , thanks to Avika. Her customer service was truly outstanding, she was polite, attentive, and went out of her way to make sure I found exactly what I needed. She handled everything with patience and a genuine smile, which made the entire shopping experience smooth and enjoyable.",POSITIVE,0.811539351940155,Customer service,0.8116446137428284
2026-04-27,Lululemon Richmond at Richmon Centre,5,"Had such a great experience at this Lululemon location! Wing was incredibly friendly, patient, and super knowledgeable. She walked me through so many of their products, explained the differences clearly, and helped me find exactly what I needed. Her service was warm, thoughtful, and never pushy.

Really appreciate her professionalism — made my shopping experience so smooth and enjoyable. Thank you, Wing!",POSITIVE,0.9462416172027588,Customer service,0.34106722474098206
2026-04-27,Lululemon Richmond at Richmon Centre,1,"My card unfortunately could not be processed for an unknown reason, so I wasn’t able to complete the purchase. The sales associate’s reaction was quite surprising. Their attitude immediately shifted and they treated the situation as if I might try to steal the item.

When I asked if I could take a photo of the tag so I could reference the item and purchase it later, they tightly held onto the shirt and behaved in a way that felt unnecessarily distrustful. It made for a very uncomfortable experience and honestly very humiliating. 😕",NEGATIVE,0.5054553747177124,Store experience,0.4129694402217865
2026-04-27,Lululemon Richmond at Richmon Centre,5,"I would like to thank you customer representative at lululemon. I m sorry I didn’t ask your name but today you were amazing and have understood what a customer wants. I was so grateful to meet someone who took care of customer very well.
I purchased a pants there and didn’t realize I grabbed the wrong size from size 4 to size 2 last Friday (Black Friday). When I was home and found out that I got it the wrong size so I went back the store today. Please give her applause👏👏👏 she helped me find size 4 that I was looking for thoroughly on the shelf somehow she couldn’t find it then grabbed me the other color if I want it. So I want to try it out before then I went to try and suddenly found the right color and the right size on the shelf in the fitting room. I went back to her and say thank you for helping and great service from her. I felt so happy that I get the right size of my pants and happy about lululemon customer representative there. Thank you again.",POSITIVE,0.3142492175102234,Customer service,0.5272420644760132
2026-04-27,Lululemon Richmond at Richmon Centre,5,"Selection could be better. Not my size available in the items I wanted to try on for fit. Good workers all around. Karen was lovely. So personable and such a kind soul. He made my daughter and I's day on a very busy birthday weekend. I hope to see him again when we are back in town. Thank you Richmond Center. - From the woman with the ""so cute"" hermes bag 😉",NEUTRAL,0.5178531408309937,Customer service,0.27583256363868713
2026-04-27,Lululemon Richmond at Richmon Centre,1,"Wednesday, January 14th, 8:00–8:15 PM:

My boyfriend and I were shopping at your store, and I was looking for the correct size of a pair of flared pants on the sales floor.

(I apologize in advance for describing the associate’s physical characteristics, as I was unable to note her name from the name tag.)

A young, mid-height, blonde-curly hair (bun) associate with an Eastern European accent approached us and asked if we needed assistance. We asked her to help determine which size might suit me best. Without any clear context, she suddenly asked, “Do you want to try the new one?” I replied, “Sure, which one is the new one?”

At that point, she smirked in a noticeably sarcastic and dismissive manner and responded, “Okay, what’s your size?” Her tone and behavior felt unnecessary and unprofessional.

I asked her why she was laughing, to which she replied, “Because I can.” I then told her that her behavior came across as rude toward us as customers. She responded aggressively by saying, “I don’t tolerate any violations!” a statement that was both confusing and inappropriate given the situation.

As a result of this interaction, we felt uncomfortable and decided to leave the store. We will not be returning for future shopping. I believe this associate would benefit from additional training on customer service standards in Canada, as her conduct did not align with respectful or professional customer interaction.",POSITIVE,0.2399882823228836,Store experience,0.5098379850387573
2026-04-27,Lululemon Burnaby Brentwood,5,"I LOVE THIS LOCATION! All the team from Lululemon Brentwood is amazing. Every time I walk in they are so helpful and nice. I take my dog with me most of the time and they greet him with a treat! We all love them.
Ana and Kenneth are my favorite people there, every time I go to the store I’m hoping they’re there because I feel more comfortable. They’re super knowledgeable about their products, and help me find my right fit.

My first ever interaction with the Brentwood staff was because of a return, I ordered online and arrived something that was meant to be for another client. I went to this location as is the closer one to me, and the person that helped me out was Kenneth; he was super helpful and made the process so easy, even though it was an online order that was not mine and mine was lost. I’ve never met anyone with this amazing costumer service before. I’ve been coming back since then, and he’s me GO-TO person!!

Thanks Lululemon Brentwood!",POSITIVE,0.927868127822876,Store experience,0.3385734260082245
2026-04-27,Lululemon Burnaby Brentwood,5,"I had my first shopping experience at this location today and I was so happy I had the best customer service all of the girls working. There were so nice and helpful but and not too helpful where it’s over the top like you’re when you’re shopping at Aritzia, but they were just perfect and it was a beautiful store. I have to mention one of the sales girls who is working the change room. She was a curvy girl with blonde hair. She was so wonderful and really made my experience. Great I will definitely shop here again",POSITIVE,0.7540256977081299,Customer service,0.6102921366691589
2026-04-27,Lululemon Burnaby Brentwood,5,"I had one of the most meaningful retail experiences of my life at the Brentwood Lululemon.

My Everywhere Crossbody Bag was stolen from my car two days before my birthday. When I went into the store to replace it, Shayla, the store manager, learned about the theft and generously gifted me the bag.

Afterward, I shared with her that in December I had lost a close friend and that the funeral had taken place the day before my bag was stolen. Shayla was incredibly kind, compassionate, and reassuring.

What made this moment especially meaningful to me was that I had originally bought the bag months earlier as an act of self-care after a difficult breakup, replacing a seven-year-old all night festival bag that was falling apart. Losing it felt discouraging, and Shayla’s kindness meant far more than just receiving a replacement.

This was so much more than customer service. It was genuine human kindness. I will never forget this experience, and I will always associate Lululemon with compassion because of her. Thank you, Shayla, and thank you to the Brentwood team.",POSITIVE,0.5103516578674316,Store experience,0.5064074993133545
2026-04-27,Lululemon Burnaby Brentwood,1,"Very unpleasant experience. I usually dont write this, but cashier who helped me today seemed very unmotivated to work. Very awkard customer service. (Didnt even fold my clothes after purchase.)  It seems like i was having flea market quality customer service (even worse). The staff around change room was very helpful though. I would not go this location ever.",NEGATIVE,0.5647257566452026,Customer service,0.8775032758712769
2026-04-27,Lululemon Burnaby Brentwood,5,"The other day, I visited Lululemon to buy some gifts for my family in Thailand. There, I met Kevin, a very kind and funny employee who greeted me warmly and made me feel welcomed. As I was searching for gifts, looking somewhat lost and confused with various thoughts running through my mind, Kevin approached me with friendly small talk and kindness. After narrowing down my preferences, he helped me find the item I wanted. When we realized it wasn't available at that location, Kevin went above and beyond by asking where I lived. He then found the closest store to my place that had the size and color of socks I wanted. Kevin is the best, and I highly recommend this location.",POSITIVE,0.3211960196495056,Store experience,0.4478898048400879
2026-04-27,Lululemon West Vancouver Park Royal,1,"Today I went to exchange colour of the 3 items that was gifted to me. I said I am here to colour exchange these items if possible. He said sure then he scan my items and gave me a gift card I was confused and I mentioned again I only need to exchange. He said yes that’s how we do it. Then I was like okay, but then when he was scanning I noticed total price is lower, so I asked were they on sale items he said NO so I was like okay. He said again it’s the same thing you gave these 3 items with this card you go and get the colour you want. Then when it was all over I went to look at the prices of the items they were on sale, so I lost the value of my stuff if I knew they were on sale items would keep my stuff. I was so disappointed and frustrated so I left the store I didn’t want to talk to anybody. I should have been informed that these items were on sale if you want to keep them or this would be the value for me to put in a card for you. What is your choice.",NEGATIVE,0.3089122176170349,Customer service,0.2836152911186218
2026-04-27,Lululemon West Vancouver Park Royal,5,"I shopped at the West Vancouver store today and the customer service was first rate, like years ago. I was helped by Alex,  Alison and Nourain. All 3 women were extremely professional, resourceful and creative. Very impressive!",POSITIVE,0.9254450798034668,Customer service,0.6762781739234924
2026-04-27,Lululemon West Vancouver Park Royal,4,"UPDATE: Manager Stephanie called and apologized and they are sending me the correct item. Thank you!!

Ordered an item online for pick up, they put the wrong item in the bag. When I got home I noticed it’s not what I ordered. Called several times no answer so I can get the item I paid for. Disappointed.",NEGATIVE,0.7725539803504944,Customer service,0.5784693360328674
2026-04-27,Lululemon West Vancouver Park Royal,5,"A few staff members made a mistake with my purchase, and it was a bit stressful at first. But Avalon the manager at Lululemon Park Royal, was truly amazing. She was so kind, understanding, and professional. She followed up with me and made sure everything was handled perfectly. I really appreciate her support and the way she cared. Thank you, Avalon — you turned a stressful situation into a positive one.
🙏🥰",POSITIVE,0.5723749995231628,Store experience,0.43134838342666626
2026-04-27,Lululemon West Vancouver Park Royal,5,"I visited this store during Black Friday week and had a great experience. A young gentleman, I believe his name was Soroosh, was incredibly helpful and patient while I shopped for my husband. Everything about the mens section he knew very well, would definitely come again!",POSITIVE,0.749703049659729,Store experience,0.4546014964580536
